ship_postal_code,ship_country,ship_state,ship_city
335073,IN,KERALA,VADAKARA
403521,IN,TAMIL NADU,Erode
524322,IN,TELANGANA,Secunderabad
680022,IN,KARNATAKA,MYSURU
421601,IN,KERALA,PATHANAMTHITTA
400007,IN,TELANGANA,Hyderabad
361142,IN,MAHARASHTRA,NAVI MUMBAI
360575,IN,RAJASTHAN,JODHPUR
380050,IN,WEST BENGAL,RAIGANJ
575019,IN,TELANGANA,HYDERABAD
400080,IN,PUNJAB,DHARIWAL. Teh & Distt Gurdaspur
673580,IN,TAMIL NADU,CHENNAI
422401,IN,TELANGANA,Hyderabad
201007,IN,KERALA,KOZHIKODE
560003,IN,MAHARASHTRA,VIRAR
421101,IN,UTTAR PRADESH,Chiraiyakot Mau
363001,IN,ANDHRA PRADESH,NELLORE
421303,IN,WEST BENGAL,SILIGURI
110047,IN,MAHARASHTRA,ULHASNAGAR
781022,IN,KERALA,Kootikada
465697,IN,TAMIL NADU,CHENNAI
522261,IN,TELANGANA,SECUNDERABAD
827013,IN,RAJASTHAN,JAIPUR
211003,IN,KERALA,thrissur
577101,IN,TELANGANA,Uppal
758034,IN,KERALA,MALAPPURAM
686019,IN,Gujarat,District Petlad 388160
695501,IN,JAMMU & KASHMIR,Budgam
560025,IN,JHARKHAND,RANCHI
202410,IN,KARNATAKA,TUMAKURU
226008,IN,PUNJAB,SULTANPUR Lodhi
560042,IN,ANDHRA PRADESH,MADANAPALLE
577201,IN,RAJASTHAN,BEAWAR
577225,IN,MAHARASHTRA,PIMPRI CHINCHWAD
700104,IN,HIMACHAL PRADESH,MANDI
360005,IN,JAMMU & KASHMIR,JAMMU
462022,IN,MAHARASHTRA,THANE
673016,IN,KARNATAKA,TUMKUR
700122,IN,UTTAR PRADESH,KANPUR
226017,IN,KARNATAKA,KUSHALANAGARA
628704,IN,TELANGANA,HYDERABAD
500001,IN,JHARKHAND,GOBINDPUR
753012,IN,DELHI,NEW DELHI
175005,IN,WEST BENGAL,KOLKATA
492099,IN,Gujarat,Amalsad
678506,IN,GOA,"(Via Cuncolim)Quepem,South Goa"
201305,IN,JHARKHAND,Dhanbad
440023,IN,Gujarat,RAJKOT
733101,IN,KARNATAKA,BENGALURU
415605,IN,TAMIL NADU,THIRUVALLUR
192301,IN,TELANGANA,HYDERABAD
244231,IN,PUNJAB,JALANDHAR
509324,IN,ANDHRA PRADESH,VIZIANAGARAM
574153,IN,MAHARASHTRA,RAIGAD
482001,IN,TAMIL NADU,ARANI TIRUVANNAMALAI DISTRICT
284003,IN,TAMIL NADU,GANGAVALLI
414001,IN,KERALA,KOTTAYAM
688003,IN,KARNATAKA,BENGALURU
110023,IN,ANDHRA PRADESH,VIZIANAGARAM
680121,IN,MAHARASHTRA,Tal -newasa Dist- ahmednagar
600054,IN,Gujarat,KALOL GANDHINAGAR DISTRICT
400011,IN,TELANGANA,TALLADA
302017,IN,MAHARASHTRA,PUNE
523371,IN,TELANGANA,HYDERABAD
680503,IN,KARNATAKA,KALABURGI
575008,IN,GOA,VASCO DA GAMA
421604,IN,RAJASTHAN,KARANPUR
500007,IN,GOA,PORVORIM
500004,IN,ANDHRA PRADESH,"Atmakur(man),nellore(dist)."
413512,IN,MAHARASHTRA,PIMPRI CHINCHWAD
224122,IN,KERALA,THRISSUR
600067,IN,MAHARASHTRA,THANE
627006,IN,MAHARASHTRA,MUMBAI
413705,IN,MAHARASHTRA,BHIWANDI
403502,IN,Gujarat,Jamnagar
843302,IN,Gujarat,PORBANDAR
680751,IN,Gujarat,AHMEDABAD
110074,IN,KARNATAKA,MANGALURU
472442,IN,MAHARASHTRA,MUMBAI
522111,IN,KERALA,KOZHIKODE
580021,IN,MAHARASHTRA,CHANDRAPUR
534002,IN,MAHARASHTRA,NASHIK
500015,IN,UTTAR PRADESH,GHAZIABAD
690502,IN,KARNATAKA,BENGALURU
700145,IN,MAHARASHTRA,PADAGHA
530009,IN,Gujarat,Surendranagar
625020,IN,MAHARASHTRA,VADA
734429,IN,DELHI,NEW DELHI
673632,IN,ASSAM,Guwahati
431605,IN,MADHYA PRADESH,SARANGPUR
400051,IN,ANDHRA PRADESH,GUNTUR
140604,IN,JHARKHAND,BOKARO STEEL CITY
570022,IN,UTTAR PRADESH,PRAYAGRAJ
500025,IN,KARNATAKA,CHIKKAMAGALURU
302002,IN,ODISHA,JODA
411034,IN,KERALA,kottayam
680307,IN,KERALA,KOVALAM
560036,IN,KARNATAKA,BENGALURU
177020,IN,TELANGANA,KANCHANBAGH  HYDERABAD
686001,IN,UTTAR PRADESH,BAHJOI
382470,IN,UTTAR PRADESH,LUCKNOW
402103,IN,KARNATAKA,BENGALURU
743262,IN,KARNATAKA,SHIVAMOGGA
795001,IN,KARNATAKA,Shimoga
521225,IN,WEST BENGAL,KOLKATA
841231,IN,Gujarat,Rajkot
713304,IN,MADHYA PRADESH,BHOPAL
695036,IN,KERALA,KOZHIKODE
416006,IN,WEST BENGAL,BARRACKPORE
249401,IN,UTTAR PRADESH,LUCKNOW
639136,IN,TAMIL NADU,SATHANKULAM
509208,IN,TELANGANA,HYDERABAD
800024,IN,ODISHA,CUTTACK
670001,IN,HIMACHAL PRADESH,KAMAND
686006,IN,CHHATTISGARH,RAIPUR
614601,IN,KERALA,Kollengode Palakkad
626001,IN,UTTAR PRADESH,NOIDA
700150,IN,MAHARASHTRA,NAGPUR
509375,IN,WEST BENGAL,BALURGHAT
110082,IN,MAHARASHTRA,CHIPLUN
400027,IN,JAMMU & KASHMIR,PULWAMA
440014,IN,MAHARASHTRA,THANE
244414,IN,UTTAR PRADESH,DHANAURA
678004,IN,TELANGANA,KALWAKURTHY
625009,IN,KARNATAKA,Mudipu
190015,IN,MADHYA PRADESH,JABALPUR
401305,IN,UTTAR PRADESH,JHANSI
689691,IN,MAHARASHTRA,AHMADNAGAR
335512,IN,KERALA,Kalarcode
700137,IN,DELHI,NEW DELHI
501301,IN,KARNATAKA,BENGALURU
783370,IN,KERALA,irinjalakuda
160020,IN,TAMIL NADU,CHENNAI
755027,IN,MAHARASHTRA,MUMBAI
396191,IN,RAJASTHAN,JAIPUR
481102,IN,ANDHRA PRADESH,MARKAPUR
793150,IN,KERALA,KUNNAMKULAM
629251,IN,HARYANA,Gurugram
829119,IN,KARNATAKA,MANGALURU
441104,IN,MAHARASHTRA,THANE
400021,IN,TELANGANA,HYDERABAD
413002,IN,TELANGANA,HYDERABAD
560058,IN,MAHARASHTRA,LATUR
700141,IN,UTTAR PRADESH,Akbarpur
302013,IN,TAMIL NADU,CHENNAI
201206,IN,TAMIL NADU,TIRUNELVELI
411016,IN,MAHARASHTRA,RAHURI
671531,IN,GOA,COLVALE
695503,IN,BIHAR,SITAMARHI
530040,IN,KERALA,NADATHARA
520012,IN,DELHI,NEW DELHI
131305,IN,MADHYA PRADESH,NIWARI
403006,IN,ANDHRA PRADESH,GUNTUR
695014,IN,KARNATAKA,HUBBALLI
700082,IN,ANDHRA PRADESH,ELURU
495677,IN,TELANGANA,HYDERABAD
574150,IN,DELHI,NEW DELHI
683561,IN,KERALA,KAYAMKULAM
247662,IN,WEST BENGAL,RAJPUR SONARPUR
221505,IN,ANDHRA PRADESH,VISAKHAPATNAM
600007,IN,TAMIL NADU,MADURAI
560108,IN,WEST BENGAL,BHIMRAM
813203,IN,KERALA,Ramanattukara
401504,IN,MAHARASHTRA,NANDED WAGHALA
586101,IN,MAHARASHTRA,MUMBAI
800001,IN,PUNJAB,ZIRAKPUR
281001,IN,KARNATAKA,Mysore
600128,IN,TELANGANA,SECUNDERABAD
522034,IN,RAJASTHAN,JAIPUR
442305,IN,MAHARASHTRA,PIMPRI CHINCHWAD
302034,IN,KERALA,THRISSUR
462016,IN,KARNATAKA,BENGALURU
208013,IN,HIMACHAL PRADESH,HAMIRPUR
271801,IN,KERALA,KOTTAYAM
121004,IN,Gujarat,AHMEDABAD
821115,IN,MAHARASHTRA,Mangon
630106,IN,WEST BENGAL,BONGAON
517002,IN,MANIPUR,IMPHAL
560024,IN,ANDHRA PRADESH,VIJAYAWADA
110095,IN,BIHAR,ANDAR
700081,IN,WEST BENGAL,ASANSOL
534275,IN,KERALA,THIRUVANANTHAPURAM
781011,IN,MAHARASHTRA,KOLHAPUR
636001,IN,UTTARAKHAND,HARIDWAR
282001,IN,TAMIL NADU,Karur
208001,IN,TELANGANA,MAKTHAL
496001,IN,BIHAR,PATNA
410222,IN,KERALA,Kannur
226015,IN,KERALA,KOTTAYAM
380052,IN,TAMIL NADU,PATTUKKOTTAI
680655,IN,TAMIL NADU,VIRUDHUNAGAR
517507,IN,WEST BENGAL,Kolkata
509103,IN,TELANGANA,ACHAMPET
505122,IN,DELHI,NEW DELHI
686502,IN,MAHARASHTRA,MUMBAI
673303,IN,MAHARASHTRA,NAGPUR
177001,IN,UTTAR PRADESH,Chandausi
682030,IN,KERALA,PALAKKAD
226021,IN,TAMIL NADU,Madurai
324001,IN,JAMMU & KASHMIR,"Khumani Chowk,Bemina Budgam"
625008,IN,MAHARASHTRA,VASAI VIRAR
560012,IN,DELHI,NEW DELHI
462026,IN,KERALA,PATHANAMTHITTA
395009,IN,RAJASTHAN,HANUMANGARH
680686,IN,LADAKH,LEH ladakh
642126,IN,WEST BENGAL,BUDGE BUDGE
686561,IN,TELANGANA,HYDERABAD
751019,IN,ASSAM,KOKRAJHAR
208002,IN,CHANDIGARH,CHANDIGARH
122016,IN,ODISHA,Jajpur
682002,IN,Gujarat,VAPI
424001,IN,MADHYA PRADESH,HIRAPUR
751006,IN,MEGHALAYA,JOWAI
800008,IN,TAMIL NADU,KOLACHAL
842002,IN,JHARKHAND,PATRATU
246174,IN,MAHARASHTRA,MAUDA
211012,IN,MAHARASHTRA,MUMBAI
394101,IN,MAHARASHTRA,SOLAPUR
501401,IN,KARNATAKA,BENGALURU
695011,IN,WEST BENGAL,KOLKATA
581308,IN,RAJASTHAN,jaipur
683542,IN,UTTAR PRADESH,ghaziabad
700064,IN,MAHARASHTRA,PUNE
483501,IN,KERALA,KANHANGAD
600102,IN,KERALA,Thiruvananthapuram
403709,IN,ANDHRA PRADESH,VISAKHAPATNAM
273403,IN,ANDHRA PRADESH,VIJAYAWADA
440013,IN,HARYANA,GOHANA
600012,IN,GOA,NORTH GOA
390010,IN,KERALA,TRIVANDRUM
530047,IN,WEST BENGAL,KOLKATA
201003,IN,CHHATTISGARH,"Budhuwari , Korba"
400086,IN,KARNATAKA,TALIPADY
464993,IN,KERALA,ALUVA
503311,IN,UTTAR PRADESH,CHHUTMALPUR
682015,IN,UTTAR PRADESH,SARAI LAHUR
600085,IN,TAMIL NADU,CHENNAI
505327,IN,KARNATAKA,BENGALURU
600114,IN,MAHARASHTRA,NAVI MUMBAI
403507,IN,BIHAR,Kahalgaon
122022,IN,MAHARASHTRA,BOISAR
518401,IN,KARNATAKA,VIJAPURA
395023,IN,BIHAR,PATNA
144305,IN,WEST BENGAL,KOLKATA South 24 paragana
711112,IN,UTTAR PRADESH,Mathura
124201,IN,TAMIL NADU,CHENNAI
506169,IN,ANDHRA PRADESH,GUNTUR
570017,IN,MAHARASHTRA,SAMUDRAPUR
680005,IN,RAJASTHAN,JAIPUR
712306,IN,MADHYA PRADESH,BHOPAL
600059,IN,UTTAR PRADESH,KANPUR
210431,IN,UTTAR PRADESH,BAHRAICH
175052,IN,HARYANA,FARIDABAD
152022,IN,MANIPUR,THONGKHONG LAXMI BAZAR
682025,IN,BIHAR,SASARAM
508248,IN,TAMIL NADU,KOTTAIYUR
686548,IN,ANDHRA PRADESH,CHITTOOR
781014,IN,KARNATAKA,BENGALURU
843146,IN,DELHI,NEW DELHI
500097,IN,WEST BENGAL,KOLKATA
680545,IN,Gujarat,ADALAJ
508207,IN,UTTAR PRADESH,GREATER NOIDA
148001,IN,ANDHRA PRADESH,NARASAPUR
532201,IN,ASSAM,GUWAHATI
764043,IN,TAMIL NADU,SALEM
486002,IN,UTTAR PRADESH,AGRA
625014,IN,MAHARASHTRA,THANE
506005,IN,UTTAR PRADESH,KANPUR
630108,IN,CHHATTISGARH,RAIGARH
570007,IN,MAHARASHTRA,Rasayani Panvel
401202,IN,HARYANA,GURUGRAM
400016,IN,UTTAR PRADESH,LUCKNOW
403513,IN,Gujarat,AHMEDABAD
365601,IN,KERALA,Thrissur
600019,IN,ANDHRA PRADESH,TIRUPATI
416410,IN,TELANGANA,WANAPARTHY
636810,IN,WEST BENGAL,Agarpara
274201,IN,TELANGANA,JAMMIKUNTA
831001,IN,KERALA,KOTTAYAM
600024,IN,KERALA,kozhikode
370201,IN,HIMACHAL PRADESH,HAMIRPUR
400065,IN,KERALA,Kakkanad
522004,IN,UTTAR PRADESH,LUCKNOW
400083,IN,RAJASTHAN,Kota
400082,IN,TAMIL NADU,KAPPALUR SIDCO INDUSTRIAL ESTATE
283103,IN,KARNATAKA,BENGALURU
575030,IN,MADHYA PRADESH,BHOPAL
600089,IN,Gujarat,SURAT
828110,IN,KARNATAKA,BANGALORE
671321,IN,MAHARASHTRA,NASHIK
134118,IN,KERALA,PERINJANAM
411011,IN,TAMIL NADU,UDUMALAIPETTAI
411001,IN,KERALA,PERUMBAIKAD
400098,IN,ODISHA,BHUBANESWAR
532148,IN,UTTAR PRADESH,KANPUR
689121,IN,HARYANA,GURUGRAM
490036,IN,KERALA,KOCHI
743235,IN,MAHARASHTRA,Dhule
680506,IN,ODISHA,BHUBANESWAR
284002,IN,KARNATAKA,BENGALURU
425401,IN,BIHAR,PATNA
244901,IN,BIHAR,MUZAFFARPUR
211004,IN,UTTARAKHAND,SRINAGAR
683108,IN,UTTAR PRADESH,PRAYAGRAJ
700084,IN,Gujarat,SURAT
700034,IN,TELANGANA,Medchal
516003,IN,KERALA,THIRUVANANTHAPURAM
110064,IN,KARNATAKA,KARWAR
134116,IN,KERALA,PERUMBAVOOR
144401,IN,WEST BENGAL,BIDHAN NAGAR
507303,IN,MADHYA PRADESH,MURWARA KATNI
518501,IN,TAMIL NADU,Chennai
523274,IN,GOA,SAO JOSE DE AREAL
533002,IN,UTTAR PRADESH,BANSGAON
600080,IN,MAHARASHTRA,NAGPUR
250001,IN,TAMIL NADU,Vellore
226018,IN,Gujarat,vadodara
134113,IN,ANDHRA PRADESH,VISAKHAPATNAM
734006,IN,HARYANA,GURGAON
403401,IN,UTTAR PRADESH,GHAZIABAD
226022,IN,KERALA,Kollam
754114,IN,MAHARASHTRA,MUMBAI
723121,IN,KERALA,THIRUVANANTHAPURAM
160036,IN,MAHARASHTRA,Dombivli east
670673,IN,TAMIL NADU,CHENNAI
515411,IN,DELHI,delhi
690516,IN,MADHYA PRADESH,MANDIDEEP
625012,IN,TELANGANA,NIZAMABAD
786171,IN,KERALA,ERNAKULAM
380008,IN,TAMIL NADU,CHENNAI
711315,IN,TELANGANA,JAGTIAL
411012,IN,TAMIL NADU,CHENNAI
620001,IN,GOA,MAPUSA
285001,IN,HARYANA,GURUGRAM
801105,IN,ANDHRA PRADESH,Nandikotkur
680010,IN,Gujarat,SURAT
422007,IN,PUNJAB,Dasuya
700065,IN,KARNATAKA,BENGALURU
575001,IN,WEST BENGAL,HOWRAH
560092,IN,HARYANA,BERI
800014,IN,TELANGANA,BHUPALPALLE
786125,IN,KARNATAKA,MYSURU
530001,IN,KERALA,THRISSUR
131027,IN,WEST BENGAL,BORAI
500012,IN,TAMIL NADU,CHENNAI
110012,IN,UTTAR PRADESH,RATH
181143,IN,HIMACHAL PRADESH,Baloh
122103,IN,PUNJAB,GURU HAR SAHAI
841239,IN,KERALA,ERNAKULAM
247667,IN,TELANGANA,DEVARAKONDA
641109,IN,KERALA,CHANGANACHERRY
625107,IN,KARNATAKA,BENGALURU
600119,IN,MAHARASHTRA,VASAI VIRAR
190003,IN,ASSAM,GUWAHATI
431008,IN,BIHAR,MUZAFFARPUR
682301,IN,TELANGANA,HYDERABAD
515002,IN,KERALA,PERAMANGALAM
110067,IN,TELANGANA,MIRYALAGUDA
686102,IN,PUNJAB,SANGRUR
441122,IN,ANDHRA PRADESH,Tekkali
400012,IN,ODISHA,Koraput
302018,IN,MADHYA PRADESH,REWA
751001,IN,TAMIL NADU,MADURAI
691306,IN,TELANGANA,WARANGAL
382415,IN,TAMIL NADU,PUDUVAYAL
523301,IN,KARNATAKA,MYSURU
151001,IN,MAHARASHTRA,THANE
171005,IN,MAHARASHTRA,Mumbai
110044,IN,GOA,COLVALE
262309,IN,Gujarat,GANDHINAGAR
361001,IN,Gujarat,AMRELI
400063,IN,TAMIL NADU,CHENNAI
462043,IN,TAMIL NADU,CHENNAI
560093,IN,MAHARASHTRA,SANGLI MIRAJ KUPWAD
631501,IN,ANDHRA PRADESH,VISAKHAPATNAM
686605,IN,TAMIL NADU,PENNAGARAM
700063,IN,UTTAR PRADESH,DEORIA
400002,IN,JHARKHAND,JAMSHEDPUR
600016,IN,TAMIL NADU,CHENNAI
751020,IN,JAMMU & KASHMIR,Budgam
784501,IN,Gujarat,GANDHIDHAM
700059,IN,MAHARASHTRA,MUMBAI
744112,IN,ANDHRA PRADESH,GUNTUR
263132,IN,KERALA,KALAMASSERY
768006,IN,Gujarat,"Vyara, Tapi"
587201,IN,MAHARASHTRA,MUMBAI
534176,IN,MAHARASHTRA,MUMBAI
533105,IN,UTTAR PRADESH,TUNDLA KHAM
431134,IN,KARNATAKA,MANGALURU
517001,IN,TAMIL NADU,CHENNAI
700119,IN,JHARKHAND,JHARIA
403802,IN,UTTAR PRADESH,FATEHPUR FATEHPUR DISTRICT
600043,IN,KERALA,Kasaragod
580031,IN,HARYANA,INDUSTRIAL ESTATE BARWALA
403726,IN,KARNATAKA,Bengaluru
403005,IN,MAHARASHTRA,PUNE
122009,IN,MAHARASHTRA,PUNE
517124,IN,MAHARASHTRA,MUMBAI 400098
431136,IN,ANDHRA PRADESH,SRIKAKULAM
814101,IN,KERALA,CHENGANNUR
383315,IN,CHHATTISGARH,AHIWARA
342006,IN,WEST BENGAL,BANGAON
607803,IN,KERALA,CHAVAKKAD
248141,IN,UTTAR PRADESH,JHANSI
110094,IN,MAHARASHTRA,AMALNER
242307,IN,UTTAR PRADESH,RAMPUR
678551,IN,UTTAR PRADESH,Allahabad
852131,IN,MAHARASHTRA,"Nigdi, Pune"
711201,IN,KERALA,ALUVA
424101,IN,WEST BENGAL,KOLKATA
422005,IN,WEST BENGAL,Kolkata
110013,IN,ANDHRA PRADESH,KADAPA
491226,IN,DELHI,NEW DELHI
473111,IN,HARYANA,Panchkula
673602,IN,PUNJAB,PHAGWARA
843113,IN,TELANGANA,SATHUPALLY
711109,IN,ANDHRA PRADESH,NANDYAL
184101,IN,ANDHRA PRADESH,TANGUTUR
360311,IN,ANDHRA PRADESH,KAKINADA
521108,IN,TAMIL NADU,CHENNAI
440009,IN,UTTAR PRADESH,Meerut
401301,IN,UTTAR PRADESH,LUCKNOW
581401,IN,UTTAR PRADESH,GHAZIABAD
751005,IN,MAHARASHTRA,NAVI MUMBAI
495001,IN,HARYANA,PANCHKULA
679325,IN,WEST BENGAL,SILIGURI
490023,IN,GOA,PONDA
690514,IN,UTTAR PRADESH,LUCKNOW
190023,IN,ODISHA,Jagatsinghpur
754103,IN,WEST BENGAL,PURULIYA
360001,IN,HARYANA,GURUGRAM
302019,IN,CHANDIGARH,CHANDIGARH
682038,IN,KERALA,KANNUR
457887,IN,ANDHRA PRADESH,TADIPATRI
530032,IN,KERALA,KUMARAPURAM
600036,IN,TAMIL NADU,"Avanyapuram , Madurai"
571235,IN,ASSAM,DIGBOI
131001,IN,Gujarat,ahmedabad
390013,IN,WEST BENGAL,"uluberia, howrah"
534320,IN,MAHARASHTRA,PIMPRI CHINCHWAD
800023,IN,UTTARAKHAND,KALADHUNGI
403722,IN,TAMIL NADU,TIRUCHIRAPPALLI
695017,IN,UTTAR PRADESH,ORAI
302026,IN,BIHAR,PATNA
231222,IN,KERALA,KOLAZHY
413305,IN,MAHARASHTRA,NASHIK
620021,IN,WEST BENGAL,kolkata
160071,IN,KARNATAKA,MANGALURU
370421,IN,KARNATAKA,BENGALURU
751007,IN,BIHAR,PATNA
416514,IN,ASSAM,TINSUKIA
638011,IN,ANDHRA PRADESH,VISAKHAPATNAM
518003,IN,HARYANA,SONIPAT
713365,IN,TELANGANA,HYDERABAD
362520,IN,Gujarat,GANDHINAGAR
521286,IN,NAGALAND,DIMAPUR
700011,IN,KARNATAKA,BENGALURU
160018,IN,DELHI,New Delhi
396230,IN,JAMMU & KASHMIR,SAMBA
412106,IN,HARYANA,GURUGRAM
700053,IN,HARYANA,HSIIDC SOHNA
173001,IN,BIHAR,SIWAN
517408,IN,UTTARAKHAND,ROORKEE
574154,IN,TAMIL NADU,DHALIYUR
496661,IN,TAMIL NADU,MADURAI NORTH
175101,IN,TAMIL NADU,CHENNAI
462044,IN,JAMMU & KASHMIR,SRINAGAR
673017,IN,KERALA,ALUVA
585211,IN,MAHARASHTRA,BADLAPUR
521260,IN,MAHARASHTRA,Pune
411039,IN,MAHARASHTRA,AURANGABAD
182202,IN,KERALA,Tripunithura
403702,IN,ANDHRA PRADESH,ANANTAPUR
625106,IN,DELHI,NEW DELHI
630552,IN,KERALA,CHANGANACHERRY
281403,IN,MAHARASHTRA,BUTIBORI MIDC
490001,IN,MAHARASHTRA,MUMBAI
814112,IN,RAJASTHAN,JAIPUR
682033,IN,ODISHA,BHUBANESWAR
227105,IN,KERALA,KOLLAM
641035,IN,Gujarat,AHMEDABAD
560082,IN,ANDHRA PRADESH,Marturu
533003,IN,PUNJAB,Bathinda
474011,IN,HIMACHAL PRADESH,shimla
800026,IN,DELHI,SOUTH DELHI
500057,IN,UTTARAKHAND,TANAKPUR
680011,IN,Gujarat,JAMNAGAR
226029,IN,MAHARASHTRA,MUMBAI
737116,IN,MADHYA PRADESH,BHOPAL
500065,IN,KARNATAKA,BENGALURU
389151,IN,TAMIL NADU,KANCHEEPURAM
673529,IN,KERALA,KOTTAYAM
571401,IN,WEST BENGAL,KOLKATA
312001,IN,MAHARASHTRA,MUMBAI
712248,IN,TAMIL NADU,CHENNAI
736207,IN,ODISHA,BHUBANESWAR
500078,IN,DELHI,NEW DELHI
641401,IN,TAMIL NADU,TIRUPATHUR DISTRICT
600064,IN,ASSAM,TEZPUR
400087,IN,TAMIL NADU,CHENNAI
226005,IN,WEST BENGAL,NEW TOWN
412210,IN,ANDAMAN & NICOBAR ,PORT BLAIR
400099,IN,UTTARAKHAND,BHOWALI
388001,IN,ODISHA,SAMBALPUR
411009,IN,KARNATAKA,BADAMI
695584,IN,ANDHRA PRADESH,Pothavaram
575002,IN,ANDHRA PRADESH,RAJAHMUNDRY
827004,IN,MAHARASHTRA,Aurangabad
571403,IN,ANDHRA PRADESH,CHITTOOR
695122,IN,WEST BENGAL,TITAGARH
413736,IN,GOA,Vasco da gama
560038,IN,TAMIL NADU,CHENNAI
524132,IN,KARNATAKA,dharwad
683578,IN,GOA,SANCOALE
793111,IN,GOA,NORTH GOA
769002,IN,TAMIL NADU,CHENNAI
400069,IN,HARYANA,GURUGRAM
403404,IN,ANDHRA PRADESH,Irala
781037,IN,MAHARASHTRA,WALUJ MIDC
227412,IN,JHARKHAND,DUMKA
700044,IN,Gujarat,MODASA
560069,IN,RAJASTHAN,jodhpur
679122,IN,TAMIL NADU,NEYVELI
700118,IN,UTTARAKHAND,DEHRADUN
244713,IN,DELHI,NEW DELHI
609602,IN,UTTAR PRADESH,TILHAR
713203,IN,KERALA,PALAKKAD
413304,IN,BIHAR,SUPAUL
671121,IN,WEST BENGAL,BALLY
505209,IN,MAHARASHTRA,JALGAON
670612,IN,MAHARASHTRA,NASHIK
700114,IN,DELHI,NEW DELHI
462027,IN,GOA,NORTH GOA
834011,IN,KARNATAKA,BENGALURU
627011,IN,CHHATTISGARH,BALOD
627005,IN,MADHYA PRADESH,Guna
751002,IN,KERALA,Mukkam
246171,IN,BIHAR,MUZAFFARPUR
570020,IN,WEST BENGAL,HOWRAH
676307,IN,MAHARASHTRA,MUMBAI
831019,IN,JAMMU & KASHMIR,KATHUA
682311,IN,Gujarat,GONDAL
248121,IN,ANDHRA PRADESH,VIJAYAWADA
382815,IN,MAHARASHTRA,NAGPUR
712258,IN,MAHARASHTRA,VASAI VIRAR
485001,IN,KARNATAKA,Sirsi
451666,IN,ODISHA,BHUBANESWAR
841238,IN,MAHARASHTRA,Naigaon east
613007,IN,CHHATTISGARH,BILASPUR
455001,IN,KERALA,PERINTHALMANNA
500020,IN,CHHATTISGARH,BHILAI
680703,IN,KERALA,Haripad
751017,IN,JAMMU & KASHMIR,SRINAGAR
689641,IN,DELHI,ROHINI
577598,IN,ODISHA,JAGATSINGHAPUR
500028,IN,Gujarat,RAJKOT
625532,IN,RAJASTHAN,Jaipur
574199,IN,KERALA,ERNAKULAM
176052,IN,MADHYA PRADESH,ALIRAJPUR
302003,IN,ANDHRA PRADESH,VISAKHAPATNAM
829134,IN,TAMIL NADU,CHENNAI
324005,IN,KARNATAKA,Madikeri
641008,IN,Punjab,derabassi
682036,IN,DELHI,SOUTH DELHI
422002,IN,HARYANA,SONIPAT
752069,IN,Gujarat,VADODARA
184121,IN,ANDHRA PRADESH,PENUGONDA
682017,IN,BIHAR,PATNA
679533,IN,TELANGANA,HYDERABAD
744107,IN,GOA,VERNA
560104,IN,KERALA,Kuthuparamba
453111,IN,TELANGANA,HYDERABAD
791111,IN,KERALA,THIRUVANANTHAPURAM
691010,IN,RAJASTHAN,JAIPUR
637015,IN,UTTAR PRADESH,SHAKTI NAGAR NTPC TOWNSHIP
712203,IN,MAHARASHTRA,mangalwedha
700008,IN,TAMIL NADU,TIRUCHIRAPPALLI
758001,IN,PUNJAB,MOHALI
700115,IN,Gujarat,MUNDRA
695008,IN,ODISHA,BHUBANESWAR
535183,IN,MAHARASHTRA,BANDA
415001,IN,TAMIL NADU,ERODE
505302,IN,ANDHRA PRADESH,KURNOOL
563122,IN,WEST BENGAL,CHITTARANJAN
700097,IN,DADRA AND NAGAR,DIU
413102,IN,ANDHRA PRADESH,KRISHNA district
533103,IN,WEST BENGAL,KOLKATA
635110,IN,CHANDIGARH,CHANDIGARH
221109,IN,DADRA AND NAGAR,Park city
682308,IN,MAHARASHTRA,Kamshet
600106,IN,WEST BENGAL,KOLKATA
522201,IN,HIMACHAL PRADESH,NAHAN
680566,IN,ANDHRA PRADESH,PALAMANER
515001,IN,KARNATAKA,MULKI
124507,IN,CHHATTISGARH,KHARSIA
411006,IN,HIMACHAL PRADESH,KULLU
562125,IN,MADHYA PRADESH,Bhopal
389350,IN,KERALA,KOZHIKODE
686668,IN,ANDHRA PRADESH,ELURU
600030,IN,KERALA,Kollam
517152,IN,KARNATAKA,MYSURU
843108,IN,KARNATAKA,CHITAPUR
302039,IN,ANDHRA PRADESH,UNGUTURU
679531,IN,MAHARASHTRA,PUNE
533210,IN,JAMMU & KASHMIR,DODA
625001,IN,GOA,CANACONA
751015,IN,RAJASTHAN,JODHPUR
516289,IN,TAMIL NADU,MELUR
207243,IN,TAMIL NADU,Sivagangai
560071,IN,DELHI,NEW DELHI
854105,IN,UTTAR PRADESH,KOSI KALAN
768203,IN,CHHATTISGARH,BHILAI
802301,IN,MAHARASHTRA,NAVI MUMBAI
394210,IN,JHARKHAND,DEOGHAR
125121,IN,KERALA,Ernakulam
682309,IN,UTTAR PRADESH,LUCKNOW
670594,IN,TAMIL NADU,COIMBATORE
855102,IN,KARNATAKA,BENGALURU
227409,IN,ANDHRA PRADESH,KAKINADA
700060,IN,MADHYA PRADESH,GWALIOR
247001,IN,BIHAR,PATNA
323307,IN,TAMIL NADU,CHENNAI
475661,IN,ANDHRA PRADESH,VIJAYAWADA
585401,IN,TELANGANA,HYDERABAD
209867,IN,KERALA,THRISSUR
