OrderID,ship_service_level,ship_city,ship_state,ship_postal_code,ship_country
405-1125998-0964332,Expedited,KOLKATA,WEST BENGAL,700013,IN
407-4422239-7711531,Standard,BENGALURU,KARNATAKA,560017,IN
408-8327390-4087562,Expedited,BENGALURU,KARNATAKA,560103,IN
402-1981788-6671560,Expedited,Hyderabad,TELANGANA,500049,IN
403-7040746-9619563,Standard,BENGALURU,KARNATAKA,560095,IN
408-6582564-5094700,Expedited,MANNAR,KERALA,689623,IN
407-5798989-9338704,Expedited,Hyderabad,TELANGANA,502032,IN
171-3415444-7239533,Expedited,VIZIANAGARAM,ANDHRA PRADESH,535005,IN
408-2303160-2714701,Standard,MEHMDABAD,Gujarat,387130,IN
406-9980718-2650736,Expedited,KARIMNAGAR,TELANGANA,505001,IN
403-3301621-3801143,Expedited,HYDERABAD,TELANGANA,500010,IN
403-3120022-8139503,Expedited,PUNE,MAHARASHTRA,411057,IN
404-1204668-6926703,Expedited,"CHHAYA, PORBANDAR",Gujarat,360575,IN
403-4903356-5011511,Standard,MADIKERI,KARNATAKA,571201,IN
404-6319464-1936345,Expedited,MANDI,HIMACHAL PRADESH,175015,IN
407-1439224-1352369,Expedited,LUCKNOW,UTTAR PRADESH,226024,IN
171-4102404-6680316,Expedited,NEW DELHI,DELHI,110085,IN
404-8310031-8725900,Expedited,RAIPUR,CHHATTISGARH,492001,IN
407-0558660-9077167,Standard,madavoor pallikkal,KERALA,695602,IN
407-8795702-7278764,Expedited,NEW TOWN,WEST BENGAL,700156,IN
407-4512356-7903519,Expedited,JAJAPUR,ODISHA,755001,IN
405-1290605-2897913,Expedited,THANE,MAHARASHTRA,400606,IN
406-8330015-4089102,Standard,TIRUCHIRAPPALLI,TAMIL NADU,620003,IN
408-9778981-3751551,Standard,HYDERABAD,TELANGANA,500049,IN
403-6444955-0805107,Expedited,NEW DELHI,DELHI,110031,IN
171-7226539-9868345,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
171-7920142-1467551,Expedited,HYDERABAD,TELANGANA,500015,IN
408-8284456-5247542,Standard,HYDERABAD,TELANGANA,500084,IN
402-4381494-8731542,Standard,TIRUPPUR,TAMIL NADU,641604,IN
403-1875883-1091546,Expedited,SAWAI MADHOPUR,RAJASTHAN,322001,IN
403-0137766-6500340,Standard,SAWAI MADHOPUR,RAJASTHAN,322001,IN
404-2376006-4677950,Standard,Madgoan,GOA,403601,IN
406-8576665-2833125,Expedited,Pune,MAHARASHTRA,411035,IN
404-3092860-3753153,Expedited,HYDERABAD,TELANGANA,500062,IN
171-9619081-1061969,Standard,new delhi,New Delhi,110065,IN
407-9133258-9442727,Expedited,New Delhi,Delhi,110048,IN
404-0791164-8910705,Expedited,PUNE,MAHARASHTRA,411036,IN
404-9908779-6289944,Expedited,NALGONDA,TELANGANA,508001,IN
403-2481788-1781132,Expedited,Bikaner,RAJASTHAN,334003,IN
403-5661539-8169931,Expedited,MUVATTUPUZHA,KERALA,686673,IN
408-2270380-1001159,Expedited,MUMBAI 400049,MAHARASHTRA,400049,IN
171-3080821-3565922,Standard,MEERUT,UTTAR PRADESH,250001,IN
405-3531555-9295560,Standard,MADURAI,TAMIL NADU,625012,IN
404-3883451-1105966,Expedited,HYDERABAD,TELANGANA,500068,IN
408-4137083-1048339,Expedited,HYDERABAD,TELANGANA,500070,IN
404-5910840-0476349,Expedited,YAMUNANAGAR,HARYANA,135003,IN
171-8480773-6220332,Expedited,AHMEDABAD,Gujarat,380013,IN
402-9056311-9288363,Expedited,Haldia,WEST BENGAL,721657,IN
171-6439368-6729127,Expedited,BENGALURU,KARNATAKA,560040,IN
403-7987119-0251539,Expedited,VADODARA,Gujarat,390010,IN
406-7674572-3357125,Expedited,Navi Mumbai,MAHARASHTRA,400701,IN
402-9900189-4129158,Expedited,MOWAD,MAHARASHTRA,441303,IN
402-2526028-2309155,Standard,UNNAO,UTTAR PRADESH,209801,IN
405-8394028-2637942,Expedited,GREATER NOIDA,UTTAR PRADESH,201306,IN
171-6725039-4216334,Expedited,LEH,LADAKH,194101,IN
403-4728782-5825127,Expedited,THIRUVARUR,TAMIL NADU,614018,IN
407-2357192-5806753,Expedited,BENGALURU,KARNATAKA,560097,IN
406-5238904-2507553,Expedited,KOLKATA,WEST BENGAL,700040,IN
404-2368619-1877123,Expedited,Ghaziabad,UTTAR PRADESH,201014,IN
402-0851421-1220317,Expedited,Mumbai,MAHARASHTRA,400034,IN
403-0976106-9418729,Expedited,VIJAYAWADA,ANDHRA PRADESH,520013,IN
408-8320003-5102710,Standard,JAIPUR,RAJASTHAN,302020,IN
404-1503979-0309961,Expedited,BENGALURU,KARNATAKA,560066,IN
404-6559787-8905107,Standard,GHAZIABAD,UTTAR PRADESH,201005,IN
171-4015600-1667521,Expedited,BOKARO STEEL CITY,JHARKHAND,827006,IN
403-4680450-3417963,Expedited,Pune,MAHARASHTRA,411033,IN
404-6904997-2289935,Expedited,BENGALURU,KARNATAKA,560043,IN
407-3160620-0785969,Expedited,ZIRAKPUR,PUNJAB,140603,IN
404-9523303-6418735,Expedited,MUMBAI,MAHARASHTRA,400086,IN
405-1374674-7228354,Expedited,UDHAMPUR,JAMMU & KASHMIR,182101,IN
171-7169880-1715541,Standard,WEST NIMAR,MADHYA PRADESH,451001,IN
402-6637941-4214764,Standard,KOLKATA,WEST BENGAL,700050,IN
404-8904261-4620330,Expedited,KORATTY,KERALA,680308,IN
408-0829038-7787539,Standard,PATIALA,PUNJAB,147001,IN
404-8585426-7637900,Expedited,Dombivli East,MAHARASHTRA,421204,IN
405-2305978-7450735,Expedited,COIMBATORE,TAMIL NADU,641004,IN
408-8843329-1290730,Standard,GHAZIABAD,UTTAR PRADESH,201010,IN
404-9858898-7089121,Expedited,KALYAN,MAHARASHTRA,421204,IN
406-4631509-5397963,Expedited,PUNE,MAHARASHTRA,411028,IN
402-3135959-3797942,Expedited,HYDERABAD,TELANGANA,500084,IN
403-6849670-7279517,Expedited,LUCKNOW,UTTAR PRADESH,226002,IN
403-6982911-9150737,Standard,ERNAKULAM,KERALA,682023,IN
405-6458492-9875553,Expedited,KOLKATA,WEST BENGAL,700053,IN
402-5892302-6336352,Expedited,NEW TOWN,WEST BENGAL,700135,IN
407-9365021-8243540,Expedited,ZIRAKPUR,PUNJAB,140603,IN
407-2955086-9772331,Expedited,Navi Mumbai,MAHARASHTRA,400706,IN
407-2778520-3654713,Expedited,Navi Mumbai,MAHARASHTRA,400706,IN
402-8305147-9649104,Expedited,DUMKA,JHARKHAND,814101,IN
406-6652048-4853949,Standard,"Mallital, Nainital",UTTARAKHAND,263002,IN
408-0652123-4043509,Expedited,GWALIOR,MADHYA PRADESH,474012,IN
171-7722261-8009125,Expedited,SRIPERUMBUDUR,TAMIL NADU,602105,IN
402-9856567-2038737,Expedited,NAVI MUMBAI,MAHARASHTRA,400705,IN
407-0295418-4293914,Standard,HYDERABAD,TELANGANA,500086,IN
171-0809863-2117114,Standard,MAVOOR,KERALA,673008,IN
403-0200663-5239517,Expedited,NOIDA,UTTAR PRADESH,201303,IN
403-2804181-2797108,Expedited,BILASPUR,CHHATTISGARH,495001,IN
404-1172469-5949135,Expedited,HYDERABAD,TELANGANA,500029,IN
407-6652961-8249118,Expedited,Bengaluru,KARNATAKA,560037,IN
408-8708951-4118730,Expedited,NOIDA,UTTAR PRADESH,201310,IN
171-9544609-9660309,Expedited,LUCKNOW,UTTAR PRADESH,226025,IN
406-0208420-3522766,Expedited,DURGAPUR,WEST BENGAL,713205,IN
408-9468735-1997950,Expedited,TARANAGAR,RAJASTHAN,331304,IN
402-1724542-2028309,Expedited,PALAMANER,ANDHRA PRADESH,517408,IN
403-3634276-3804320,Expedited,BENGALURU,KARNATAKA,560047,IN
408-0005106-4033965,Standard,KARAIKKUDI,TAMIL NADU,630002,IN
405-0543109-5845901,Expedited,VIJAINAGAR AJMER DISTRICT,RAJASTHAN,305624,IN
406-4388911-6023506,Expedited,KOZHIKODE,KERALA,673017,IN
404-4186421-1587556,Expedited,CHENNAI,TAMIL NADU,600053,IN
171-9304548-8525162,Expedited,Secunderabad,TELANGANA,500087,IN
407-8072701-0937920,Expedited,BANGALORE,KARNATAKA,560093,IN
402-9761430-7692352,Standard,AHMEDABAD,Gujarat,380015,IN
402-3826492-9509960,Expedited,AHMEDABAD,Gujarat,380015,IN
406-4231334-6708312,Expedited,mumbai,MAHARASHTRA,400068,IN
403-3818361-6762760,Expedited,ahmedabad,Gujarat,380058,IN
405-0435800-8943561,Standard,LUDHIANA,PUNJAB,141001,IN
406-5844186-2392307,Expedited,SHIRDI,MAHARASHTRA,423109,IN
402-8116569-7497906,Expedited,BENGALURU,KARNATAKA,560092,IN
402-3180481-0265105,Expedited,BENGALURU,KARNATAKA,560092,IN
171-4118638-9296315,Expedited,Mumbai,MAHARASHTRA,400059,IN
407-2537619-8378732,Expedited,BENGALURU,KARNATAKA,560100,IN
171-3612455-8685953,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
405-9530309-8402738,Expedited,Palakkad,KERALA,678555,IN
405-9040230-9641145,Expedited,NEW DELHI,DELHI,110096,IN
408-0403715-1831526,Expedited,KATTANAM,KERALA,690503,IN
408-4354209-6751520,Expedited,SATARA,MAHARASHTRA,415002,IN
171-1678872-3897106,Expedited,navi mumbai,MAHARASHTRA,400706,IN
403-8889335-1573156,Expedited,MUMBAI,MAHARASHTRA,400068,IN
408-1749150-0639507,Standard,HYDERABAD,TELANGANA,500049,IN
404-0758804-8027514,Standard,NELLORE,ANDHRA PRADESH,524001,IN
408-9805793-6634745,Expedited,Biccavolu,ANDHRA PRADESH,533343,IN
171-6773215-3810747,Standard,VRINDAVAN     {MATHURA},UTTAR PRADESH,281121,IN
407-2482732-3409949,Expedited,KALAMESHWAR,MAHARASHTRA,441501,IN
171-7260406-1378706,Expedited,MUMBAI,MAHARASHTRA,400024,IN
405-4399782-0229113,Expedited,LATUR,MAHARASHTRA,413512,IN
171-4481059-1652365,Expedited,MUMBAI,MAHARASHTRA,400013,IN
408-3463605-5488313,Expedited,MUMBAI,MAHARASHTRA,400016,IN
407-3911584-0277119,Expedited,NAVI MUMBAI,MAHARASHTRA,410208,IN
402-3444797-6961169,Standard,BHUBANESWAR,ODISHA,752054,IN
406-1639773-8201952,Expedited,NOIDA,UTTAR PRADESH,201301,IN
403-6241935-3450715,Expedited,MEERUT,UTTAR PRADESH,250003,IN
408-5473713-6532336,Standard,CHENNAI,TAMIL NADU,600042,IN
408-2622441-0492311,Expedited,SARDARSHAHAR,RAJASTHAN,331403,IN
405-7709684-3947550,Standard,BENGALURU,KARNATAKA,560066,IN
403-5149518-2784304,Standard,FAIZABAD,UTTAR PRADESH,224001,IN
404-2280106-7011526,Expedited,BENGALURU,KARNATAKA,560076,IN
171-3584552-3196312,Expedited,PIHANI Dist. Hardoi,UTTAR PRADESH,241406,IN
408-2766853-2868354,Expedited,NEW DELHI,DELHI,110002,IN
403-4866156-9466712,Expedited,LUCKNOW,UTTAR PRADESH,226002,IN
402-0932832-4933138,Expedited,BENGALURU,KARNATAKA,560015,IN
402-3112787-8721146,Expedited,JALNA,MAHARASHTRA,431203,IN
407-4240446-5518706,Expedited,BENGALURU,KARNATAKA,560100,IN
402-4914474-1559551,Expedited,NAVI MUMBAI,MAHARASHTRA,400703,IN
406-1383832-6008367,Expedited,KOCHI,KERALA,682005,IN
402-0791979-5220309,Standard,PATNA,BIHAR,801503,IN
404-7938900-3063562,Expedited,EAST DELHI,DELHI,110096,IN
408-7359049-1828333,Expedited,MUMBAI,MAHARASHTRA,400024,IN
403-4570509-3453130,Expedited,BHUBANESWAR,ODISHA,751020,IN
402-0684314-5126713,Standard,Deoghar,JHARKHAND,814112,IN
407-7710314-4188339,Expedited,BODELI,Gujarat,391135,IN
406-4502955-2890701,Standard,ARRAH,BIHAR,802301,IN
171-4091162-2525945,Standard,AGARTALA,TRIPURA,799005,IN
403-7616123-0578710,Expedited,PERINTHALMANNA,KERALA,679322,IN
402-9838564-5335529,Expedited,ALAPPUZHA,KERALA,690517,IN
407-8651115-8213937,Standard,SURAT,Gujarat,395009,IN
171-5107910-0980313,Expedited,KARIMNAGAR,TELANGANA,505001,IN
171-4471681-3881100,Expedited,TUNDLA KHAM,UTTAR PRADESH,283204,IN
171-8599013-1809118,Expedited,PALAMPUR,HIMACHAL PRADESH,176061,IN
171-6431946-7036311,Expedited,KAITHAL,HARYANA,136027,IN
405-7026768-8231505,Expedited,Coimbatore,TAMIL NADU,641006,IN
171-1337619-3105966,Expedited,HYDERABAD,TELANGANA,500089,IN
403-0775919-0037942,Expedited,Kolkata,WEST BENGAL,700011,IN
171-7195400-0597121,Expedited,PALAKKAD,KERALA,679357,IN
407-2037578-5725134,Standard,HYDERABAD,TELANGANA,500084,IN
404-1759208-8559559,Standard,CHENNAI,TAMIL NADU,600014,IN
407-8182771-7390762,Standard,Hyderabad,TELANGANA,500010,IN
402-7695974-3040325,Expedited,CHANDIGARH,CHANDIGARH,160047,IN
407-1784277-3639552,Expedited,MUMBAI,MAHARASHTRA,400059,IN
407-2059695-7878713,Expedited,"Vasant vihar, Thane",MAHARASHTRA,400601,IN
405-5535289-1833900,Expedited,TATTILLI,KARNATAKA,581411,IN
404-3226174-0576325,Expedited,PAONTA SAHIB,HIMACHAL PRADESH,173025,IN
408-8076698-9896345,Standard,VADAKKEKAD,KERALA,679562,IN
402-9584179-3499539,Expedited,NEW TOWN,WEST BENGAL,700135,IN
404-6769344-0233144,Standard,LUCKNOW,UTTAR PRADESH,226016,IN
406-1916415-5572342,Expedited,HYDERABAD,TELANGANA,500081,IN
405-5643240-2114700,Expedited,GUNTUR,ANDHRA PRADESH,522309,IN
403-7089910-0372331,Expedited,SOLAPUR,MAHARASHTRA,413001,IN
407-0059536-2833108,Standard,MADURAI,TAMIL NADU,625014,IN
405-9315261-9568346,Expedited,COIMBATORE,TAMIL NADU,641004,IN
406-1795437-5169961,Expedited,BENGALURU,KARNATAKA,560094,IN
405-7636761-0733962,Expedited,BHUBANESWAR,ODISHA,751025,IN
408-7501558-1142759,Expedited,CHENNAI,TAMIL NADU,600056,IN
403-7334940-5071526,Expedited,GUNTUR,ANDHRA PRADESH,522006,IN
407-0872374-2406730,Expedited,HYDERABAD,TELANGANA,500018,IN
406-1792914-8117154,Standard,NEW DELHI,DELHI,110018,IN
402-0482379-3964330,Expedited,CHENNAI,TAMIL NADU,600073,IN
408-6889131-5718734,Expedited,LUCKNOW,UTTAR PRADESH,226016,IN
408-0787903-2744326,Expedited,HAVERI,KARNATAKA,581110,IN
407-3387679-3858759,Expedited,MUMBAI,MAHARASHTRA,400065,IN
408-7595420-5570762,Expedited,NOIDA,UTTAR PRADESH,201301,IN
403-4963970-7617945,Standard,NOIDA,UTTAR PRADESH,201301,IN
405-3314272-0725151,Expedited,HYDERABAD,TELANGANA,500028,IN
402-9852854-4469104,Expedited,HYDERABAD,TELANGANA,500079,IN
408-4852325-4773128,Expedited,BENGALURU,KARNATAKA,560068,IN
402-8277659-9330705,Standard,HYDERABAD,TELANGANA,500079,IN
402-3922960-8713910,Expedited,HYDERABAD,TELANGANA,500079,IN
405-1244033-7441945,Expedited,CHENNAI,TAMIL NADU,600018,IN
403-5297282-2685106,Expedited,GURUGRAM,HARYANA,122003,IN
404-2584888-8351542,Expedited,BILIMORA,Gujarat,396321,IN
408-6612895-3108321,Standard,MUMBAI,MAHARASHTRA,400060,IN
408-5373904-8649125,Expedited,SONBHADRA,UTTAR PRADESH,231220,IN
405-5097209-6511545,Expedited,LUCKNOW,UTTAR PRADESH,226016,IN
404-4593573-1168309,Expedited,NEW DELHI,DELHI,110020,IN
404-4673256-0284317,Expedited,PUNE,MAHARASHTRA,411030,IN
404-3274516-6853169,Expedited,GREATER NOIDA WEST,UTTAR PRADESH,201306,IN
403-3802859-9667551,Standard,NOIDA,UTTAR PRADESH,201301,IN
403-4287248-0662739,Expedited,sedam,KARNATAKA,585222,IN
408-0082782-2110713,Expedited,CHENNAI,TAMIL NADU,600073,IN
402-0082224-5007549,Standard,HYDERABAD,TELANGANA,500079,IN
407-3359075-0531564,Expedited,NARASIMHANAICKENPALAYAM,TAMIL NADU,641031,IN
405-2613656-0421141,Expedited,NEW DELHI,DELHI,110024,IN
405-4965273-3919515,Expedited,Mumbai,MAHARASHTRA,400095,IN
171-4281520-0527547,Expedited,Mira Road (East),MAHARASHTRA,401107,IN
404-3718114-4564360,Expedited,COIMBATORE,TAMIL NADU,641018,IN
171-6987190-9855566,Standard,THANE,MAHARASHTRA,400615,IN
403-7145783-6991555,Expedited,LUCKNOW,UTTAR PRADESH,226016,IN
406-9953184-4090764,Expedited,VIJAYAWADA,ANDHRA PRADESH,520011,IN
408-8949697-6194747,Expedited,KANPUR,UTTAR PRADESH,208017,IN
407-1215376-4814740,Expedited,THANE,MAHARASHTRA,401105,IN
171-6790613-2982763,Expedited,AMBAGARH CHOWKI,CHHATTISGARH,491665,IN
408-6832359-6787528,Standard,GUWAHATI,ASSAM,781006,IN
408-3517278-3124322,Standard,BENGALURU,KARNATAKA,560067,IN
408-0424195-9912347,Expedited,BENGALURU,KARNATAKA,560072,IN
405-5145089-5225113,Standard,GURGAON,HARYANA,122001,IN
402-6343748-4020305,Expedited,GURUGRAM,HARYANA,122011,IN
403-3390427-3812368,Expedited,NEW DELHI,DELHI,110084,IN
404-8315329-6041966,Expedited,NEW DELHI,DELHI,110058,IN
403-0045595-5884361,Expedited,KHARAGPUR,WEST BENGAL,721302,IN
407-0637114-4414728,Expedited,MANGALURU,KARNATAKA,575003,IN
403-7937674-0669120,Expedited,NOIDA,UTTAR PRADESH,201301,IN
403-1296705-5141963,Standard,NOIDA,UTTAR PRADESH,201301,IN
408-1035864-7101125,Standard,HYDERABAD,TELANGANA,500052,IN
402-0742087-4207565,Expedited,NEW DELHI,DELHI,110037,IN
407-8200057-5759535,Expedited,Fort.MUMBAI,MAHARASHTRA,400023,IN
403-7385118-3729151,Expedited,AURANGABAD,MAHARASHTRA,431001,IN
407-0141765-0597176,Expedited,HYDERABAD,TELANGANA,500047,IN
403-4316431-8309947,Expedited,NOIDA,UTTAR PRADESH,201301,IN
407-9095619-4592312,Expedited,NAGPUR,MAHARASHTRA,440022,IN
405-3173841-3997106,Expedited,DURG,CHHATTISGARH,491001,IN
403-5207598-5310701,Expedited,JAMMU,JAMMU & KASHMIR,180001,IN
406-2051356-2617912,Expedited,THANE,MAHARASHTRA,400603,IN
407-5748641-3081124,Expedited,CHENNAI,TAMIL NADU,600029,IN
407-3870742-4332310,Expedited,CHENNAI,TAMIL NADU,600029,IN
407-1031060-2369103,Expedited,CHENNAI,TAMIL NADU,600029,IN
407-0630928-7232345,Standard,CHENNAI,TAMIL NADU,600029,IN
406-0685600-9952324,Standard,AURAIYA,UTTAR PRADESH,206244,IN
403-6310127-9013117,Expedited,Hyderabad,TELANGANA,500005,IN
408-3727699-4805141,Standard,LUCKNOW,UTTAR PRADESH,226010,IN
408-7800884-8772358,Expedited,CHENNAI,TAMIL NADU,600073,IN
408-3545414-3429966,Expedited,MUMBAI,MAHARASHTRA,400095,IN
402-6696581-4789145,Standard,BENGALURU,KARNATAKA,560047,IN
406-4795251-7951516,Expedited,BETTIAH,BIHAR,845438,IN
402-6415502-4974727,Standard,PIMPRI CHINCHWAD,MAHARASHTRA,411027,IN
405-8746881-7109942,Expedited,LUCKNOW,UTTAR PRADESH,226010,IN
403-0266721-7528346,Expedited,PUNE,MAHARASHTRA,411036,IN
408-4586333-5492305,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
406-6023370-9566725,Standard,ROHTAK,HARYANA,124001,IN
402-1274867-4800324,Expedited,Chennai,TAMIL NADU,600020,IN
405-7869465-5060309,Expedited,Rasayani Mohopada,MAHARASHTRA,410207,IN
171-9610707-5549955,Expedited,NEW DELHI,DELHI,110015,IN
403-9040340-9140307,Standard,BENGALURU,KARNATAKA,560064,IN
403-0760103-9311503,Expedited,MANGALURU,KARNATAKA,575002,IN
408-6916933-0197944,Standard,ALWAR,RAJASTHAN,301001,IN
402-6059167-8230721,Expedited,CHENNAI,TAMIL NADU,600042,IN
408-2016568-1293907,Expedited,BENGALURU,KARNATAKA,560094,IN
402-1221390-1397144,Expedited,BENGALURU,KARNATAKA,560002,IN
407-4735586-6143540,Expedited,HYDERABAD,TELANGANA,500029,IN
407-9119613-9495533,Expedited,MADURAI,TAMIL NADU,625020,IN
402-7947786-7017909,Expedited,KARAIKAL,PUDUCHERRY,609602,IN
402-6813763-3928309,Expedited,NAVI MUMBAI,MAHARASHTRA,400703,IN
406-8678369-5161953,Expedited,HOMNABAD,KARNATAKA,585330,IN
405-2638616-3255552,Expedited,PUNE,MAHARASHTRA,411040,IN
406-5867238-1135526,Expedited,HYDERABAD,TELANGANA,500019,IN
406-9545501-4565901,Expedited,BETTIAH,BIHAR,845438,IN
406-2189862-3399522,Expedited,GHAZIABAD,UTTAR PRADESH,201014,IN
402-5864616-4840332,Expedited,New Town,WEST BENGAL,700136,IN
407-2239563-1571526,Expedited,VARANASI,UTTAR PRADESH,221010,IN
407-0453957-2809929,Expedited,VARANASI,UTTAR PRADESH,221010,IN
407-2537055-8715549,Expedited,NAVI MUMBAI,MAHARASHTRA,410206,IN
408-3878975-6257146,Expedited,KOLKATA,WEST BENGAL,700030,IN
407-8199110-9447538,Expedited,Coimbatore,TAMIL NADU,641114,IN
406-3338531-5249129,Expedited,PUDUCHERRY,PUDUCHERRY,605013,IN
404-7390893-0875555,Expedited,BENGALURU,KARNATAKA,560070,IN
405-0361257-0653154,Expedited,BHUBANESWAR,ODISHA,751030,IN
406-4141658-4709917,Expedited,MUMBAI,MAHARASHTRA,400059,IN
403-8454988-9469961,Standard,SUNDARNAGAR Distt Mandi,HIMACHAL PRADESH,175018,IN
403-6313188-4396359,Expedited,NIZ HAJO,ASSAM,781102,IN
407-4500077-3505154,Expedited,ERNAKULAM,KERALA,682025,IN
407-8346154-4971527,Standard,NASHIK,MAHARASHTRA,422009,IN
408-6797043-2358736,Standard,HYDERABAD,TELANGANA,500047,IN
404-2501317-3102713,Standard,DEVANAHALLI,KARNATAKA,562110,IN
407-0614505-4494737,Expedited,CHENNAI,TAMIL NADU,600126,IN
408-6830129-9287528,Expedited,MANESAR,HARYANA,122051,IN
403-4730062-4437162,Expedited,Ernakulam,KERALA,683502,IN
405-5197450-9888302,Expedited,MUMBAI,MAHARASHTRA,400014,IN
406-8018610-2117112,Expedited,YAMUNANAGAR,HARYANA,135001,IN
406-4944484-0362730,Standard,VISAKHAPATNAM,ANDHRA PRADESH,530018,IN
402-0446103-3929107,Standard,PUNE,MAHARASHTRA,412207,IN
406-9563564-0980347,Expedited,BANGALORE,KARNATAKA,560098,IN
408-0202372-9145928,Standard,EGRA,WEST BENGAL,721429,IN
171-3940032-2521141,Expedited,CHENNAI,TAMIL NADU,600126,IN
402-9024437-2265944,Expedited,BENGALURU,KARNATAKA,560002,IN
407-4183260-3453914,Expedited,THANE,MAHARASHTRA,401208,IN
407-0090125-9381934,Standard,BENGALURU,KARNATAKA,560068,IN
407-3665312-7842742,Expedited,BENGALURU,KARNATAKA,560103,IN
408-5352839-2878742,Expedited,NTPC KANIHA TOWNSHIP,ODISHA,759147,IN
406-3382605-4287531,Expedited,INDORE,MADHYA PRADESH,452012,IN
402-9172293-5021918,Expedited,Khordha,ODISHA,752054,IN
402-4565140-8798734,Expedited,BENGALURU,KARNATAKA,562162,IN
402-5802017-4714746,Expedited,CHENNAI,TAMIL NADU,600031,IN
402-0333722-9983578,Standard,SRINAGAR,JAMMU & KASHMIR,190005,IN
408-4694700-2409938,Expedited,THRISSUR,KERALA,680022,IN
402-6206735-3125967,Standard,"Shela, Ahmedabad",Gujarat,380058,IN
403-2485398-9513154,Expedited,BENGALURU,KARNATAKA,560063,IN
408-8726982-1133153,Standard,HYDERABAD (500034),TELANGANA,500034,IN
404-4196648-9129957,Expedited,MUMBAI,MAHARASHTRA,400054,IN
404-3891368-7556317,Standard,NAVI MUMBAI,MAHARASHTRA,400705,IN
408-3813367-8249112,Expedited,KOCHI,KERALA,682019,IN
404-7636610-8226735,Expedited,NEW DELHI,DELHI,110059,IN
171-4538585-6333940,Standard,JAIPUR,RAJASTHAN,302012,IN
407-8228283-0201151,Standard,HYDERABAD,TELANGANA,500008,IN
405-9210128-3730721,Expedited,HYDERABAD,TELANGANA,500010,IN
404-0051729-7901157,Standard,NEW DELHI,DELHI,110075,IN
404-2569082-3165928,Standard,KOLHAPUR,MAHARASHTRA,416003,IN
402-3508421-6197925,Expedited,MUMBAI,MAHARASHTRA,400088,IN
402-7812567-3069129,Expedited,LUDHIANA,PUNJAB,141002,IN
403-2904126-1421943,Expedited,PIMPRI CHINCHWAD,MAHARASHTRA,412114,IN
404-1967359-2574736,Standard,HYDERABAD,TELANGANA,500029,IN
406-1753991-4633907,Expedited,SRINAGAR,JAMMU & KASHMIR,190012,IN
406-0902645-8874743,Expedited,VALAVANUR,TAMIL NADU,605108,IN
407-7945391-7332353,Expedited,Hyderabad,TELANGANA,500018,IN
403-8740230-6327520,Expedited,BENGALURU,KARNATAKA,560078,IN
405-5420415-9379552,Standard,HYDERABAD,TELANGANA,501505,IN
403-8818540-2585121,Expedited,GUNTUR,ANDHRA PRADESH,522006,IN
408-1996630-2325141,Expedited,GURUGRAM,HARYANA,122002,IN
407-6584163-0673117,Expedited,KOLKATA,WEST BENGAL,700034,IN
406-7997878-2249155,Expedited,HYDERABAD,TELANGANA,500090,IN
405-4311714-8296338,Standard,JAIPUR,RAJASTHAN,302012,IN
406-5240032-9176312,Expedited,New Delhi,Delhi,110016,IN
406-2383947-8477959,Expedited,New Delhi,Delhi,110016,IN
171-2085763-8544307,Expedited,JAIPUR,RAJASTHAN,302017,IN
171-2382155-8947534,Expedited,PINARAYI,KERALA,670741,IN
402-0157039-5668350,Expedited,PATNA,BIHAR,800026,IN
407-9757309-8937943,Expedited,GHAZIABAD,UTTAR PRADESH,201010,IN
404-2210884-0485142,Expedited,Kolkata,WEST BENGAL,700097,IN
171-1247529-4781911,Standard,NAJIBABAD,UTTAR PRADESH,246763,IN
404-0938009-6373169,Expedited,KOLKATA,WEST BENGAL,700089,IN
406-7044016-7541943,Expedited,HYDERABAD,TELANGANA,500092,IN
408-4169785-2201957,Expedited,BILASPUR,CHHATTISGARH,495001,IN
171-5016683-4820343,Expedited,HYDERABAD,TELANGANA,500035,IN
403-1639425-7201149,Standard,KANPUR,UTTAR PRADESH,208021,IN
404-2733263-4486741,Standard,Thane (West),MAHARASHTRA,400608,IN
405-9296751-6306765,Expedited,JHALRAPATAN,RAJASTHAN,326023,IN
171-4490701-1216346,Expedited,Indore,MADHYA PRADESH,452010,IN
404-6284330-4017108,Standard,FARIDABAD,HARYANA,121002,IN
404-5537923-1473962,Expedited,FARIDABAD,HARYANA,121002,IN
402-8949868-6186741,Standard,HYDERABAD,TELANGANA,500090,IN
171-5595574-6634759,Standard,NANDIVARAM GUDUVANCHERI,TAMIL NADU,603203,IN
404-3837819-4494705,Expedited,RAJAM,ANDHRA PRADESH,532127,IN
402-3273457-9075547,Standard,MANDAPETA,ANDHRA PRADESH,533308,IN
406-9618048-9601136,Expedited,HYDERABAD,TELANGANA,500018,IN
402-1227060-8793933,Expedited,NEW DELHI,DELHI,110065,IN
408-5858849-1238700,Expedited,NEW DELHI,DELHI,110017,IN
403-8191866-6306744,Expedited,"Kakkodi mukku,kannadichal road",KERALA,673611,IN
406-5044259-8816311,Expedited,TIRUCHIRAPPALLI,TAMIL NADU,620001,IN
404-8197457-9039532,Expedited,BHUSAWAL,MAHARASHTRA,425203,IN
403-3341965-8089108,Expedited,BENGALURU,KARNATAKA,560064,IN
