Order_ID,ship_postal_code,Quantity
408-6810795-2269921,481880,1
408-2026829-8198758,560093,1
406-6037077-9266721,560035,1
171-2343480-3901117,384315,1
403-6524155-5956312,400101,1
407-2124199-5301942,530007,1
408-6668128-9955510,560068,1
402-6580754-3994719,600077,1
404-0345496-6803512,636016,1
402-3757310-6617111,201014,1
405-1811623-0365944,744303,1
403-3402727-6005158,411057,0
402-8857520-8897168,411038,1
406-8539075-3132356,560048,1
406-6946488-2670766,673002,1
408-5736127-3411533,500089,1
405-1004732-0505968,600087,1
403-7848809-0978728,282001,1
406-6903710-1038763,411015,1
406-5200403-3378759,411015,0
407-7921097-0912301,201301,1
405-3164122-4967565,683544,1
402-8259945-4507520,560085,1
408-9936825-3652302,271201,1
404-7850560-7393138,400053,1
405-2886795-3517925,560067,1
402-3981455-6227567,274182,1
407-0030836-0509111,759122,0
408-7289865-4058725,562106,1
408-3632613-8624367,600037,1
403-9643549-2837961,440013,1
404-8887182-3890706,641603,1
408-0632163-9849926,360005,1
171-0036016-8375546,302019,1
404-4681584-0316343,400606,1
408-6378031-1765933,233001,1
404-2498217-0438744,584102,1
408-3399783-1827555,845401,1
406-7391919-8374710,500072,1
406-2804032-4882720,500072,1
406-0661436-8711554,500013,1
402-1720032-8173149,560060,1
404-5320655-9281169,226028,1
404-9736376-7073900,700006,1
407-3578149-0542744,713304,1
402-9806134-4296310,394120,1
403-7936006-4914729,452010,1
404-7993205-4844300,560048,1
406-8922555-9293905,201009,1
402-7681541-5326715,600099,1
406-6683106-3838747,680005,1
171-3409129-1593962,522006,1
405-0115613-0605963,274203,1
405-5080359-5160368,560060,1
407-1255358-9776368,560022,1
408-8044250-7397168,411062,1
408-3162728-2160321,486885,1
407-9457868-2401160,410210,1
405-3228856-0626711,400103,1
405-7252255-6763519,560068,1
406-6284255-9833969,577301,1
403-8386223-2807528,585401,1
404-2060888-0820302,574145,1
408-5958405-3793168,530041,1
171-0116746-7761117,121006,1
171-3065144-9649125,496001,1
405-3667495-8558757,515001,1
408-1172721-5333907,700053,1
404-8256448-6245934,452012,1
404-8153451-9093129,452012,1
404-1700992-7940349,452012,1
408-1747980-9153953,600122,1
403-5115624-7252300,721607,1
408-7229801-8913911,412207,1
408-3498298-3462768,496001,1
407-8420725-1122766,560068,1
408-4999451-2695540,122002,1
406-2661694-8611517,603001,1
408-3881747-5489131,201301,1
408-0725395-4522724,201011,1
403-5965563-9001166,401107,1
171-8099443-8162751,201301,1
408-3909496-6115569,700053,0
404-5664630-6557953,795008,0
403-5986125-5548351,560076,1
406-8206215-3527530,680005,1
171-9633727-6563518,800004,1
403-0585908-9156314,143001,1
406-7422596-6045902,700034,1
404-3296532-2672347,785640,1
407-6171126-2662767,160047,1
171-6272688-4006743,700144,1
403-0466627-8921128,403708,1
171-7706779-2381120,587101,1
403-3148122-3002761,641032,0
405-9883874-4579524,401107,1
406-4767339-2881160,680005,0
406-4660944-0269155,680005,0
406-9463709-0114728,831017,1
402-6905332-5832323,560036,1
404-1760510-6496325,413102,1
402-7490052-1723547,686564,1
405-5021937-5212364,412207,1
403-2799453-3760355,847236,1
402-1419177-2937146,560036,1
407-1653801-6951527,600051,1
402-6063900-4033956,751018,1
406-0998009-7761143,560049,1
404-6663486-5434748,783370,1
408-2169221-2329950,194101,0
402-9897921-3889169,600039,1
405-1902703-2257114,122102,1
406-9898129-1511523,560049,1
402-4353975-3168317,410206,1
403-4816975-6277135,700110,1
405-8781911-7118719,560100,1
405-2541904-3317966,110042,1
406-9366840-2832369,400026,1
406-4186966-9289909,500079,1
405-2731369-1120320,600031,1
408-8929168-1804365,786602,1
402-0218594-1491570,201301,1
404-5090204-1761113,421501,1
404-3907553-2755549,700055,1
404-7220052-7485900,403726,1
406-2271356-8405144,411038,1
404-3854479-3339543,682012,1
404-3510255-7810706,522426,1
404-7941554-1605106,524132,1
407-7288503-1350700,441912,1
405-8909085-7819534,524315,1
404-7218808-7930704,700055,0
408-2513544-7722719,122001,1
408-9100165-5182711,680570,1
402-6477163-0494729,700084,1
402-1887975-6477916,757002,1
404-8170734-0904352,560016,1
404-6344043-5399526,560016,1
405-1010482-3492321,411037,1
406-6271472-8239523,211002,1
171-1530847-9185947,416502,1
408-9838630-5640348,560037,1
171-4203770-2472369,700110,1
408-0519117-2217941,122001,1
407-6681386-8842731,737121,1
405-9401771-1246730,201301,1
404-6188192-0245928,201301,1
406-4933280-8570750,600088,0
407-6859829-6857901,560008,1
407-9951409-8932336,524137,0
404-8434179-4657149,713203,1
404-6088180-1499544,713203,2
405-6472779-4626756,500075,1
171-8871761-3611510,712136,1
402-9198175-0684346,600017,0
408-0129339-2076337,400089,0
402-9450193-7400305,524005,1
171-2070000-6282753,486884,1
402-6201681-6923562,794001,1
403-4379195-5226763,500006,1
408-3266604-1607553,122101,1
406-2938001-3060300,321602,1
404-4762335-1969944,122009,1
406-7095517-9801962,600044,1
408-1246037-1926767,500015,1
404-8482490-9981957,110077,1
171-7982346-7395502,284305,1
171-7621817-1165904,695584,1
407-8762988-9568310,110027,1
171-1492367-0221941,500057,1
404-8913678-3533958,560027,1
404-6732796-0365166,600061,1
407-5669184-7367561,700135,1
403-4206139-0090744,500003,1
407-1573804-9991539,247667,1
405-0032060-6370742,411007,1
404-6261321-5879548,500094,1
406-6546628-7297144,462047,1
403-4325651-3204357,226024,1
406-8103715-6506719,421301,1
406-3624102-6021959,462047,1
402-5316721-9434756,560078,1
406-7947351-3329927,201014,1
406-2963342-1373159,201014,1
408-3983148-9485120,600043,1
407-5863368-4333946,413512,1
408-3039480-3059513,797001,0
408-9914206-5625111,411007,1
408-7909672-0749122,411007,1
404-4108923-7514747,481441,1
407-4320419-5521967,152116,1
407-0107161-1821102,605003,1
403-0642548-4693914,411037,1
171-5637068-9511565,641604,1
403-7234867-7570703,401504,1
408-7015965-8993910,400002,1
171-1884147-1592353,833201,1
408-7025877-8084369,533101,1
403-4108113-0417953,575006,1
403-8937991-4394743,700009,1
407-4602948-2601952,248179,1
404-2581070-4999535,411041,1
408-0062438-2382711,122413,1
406-0403579-2622710,797112,0
404-3496418-7131503,411045,1
402-7294946-1042736,400614,1
406-4780623-7090764,400086,1
402-1252966-6930739,421306,1
403-8057317-0177127,500067,1
408-8577084-8917159,282007,1
402-1980856-8735541,517501,1
403-7202790-5923555,110070,1
406-1104259-4099519,560062,1
407-1290154-2568346,401107,1
408-7436749-2301133,638006,1
402-3852160-7724357,517127,1
404-3918495-3441152,781021,1
402-1033508-6283544,401101,0
406-3744695-3813109,262524,1
171-9636590-8357935,440025,1
408-5684463-2976330,302004,1
404-7416799-6339503,635001,1
404-2518324-3261146,635001,1
171-7643201-4285111,590001,1
171-4859835-7351559,600042,1
404-5046686-7814744,560043,2
408-9819366-1428321,800001,1
408-4580822-9127538,273017,1
404-0061846-9505175,411018,1
406-5498580-8781105,805110,1
404-2577937-6225907,500018,1
171-6397799-4399524,851211,1
406-5719109-1522764,400056,1
404-3249874-3212340,400063,1
402-7030137-7006769,600037,1
402-2884312-3477962,600037,1
405-2825684-9595553,390007,1
406-3359312-5311552,500013,1
404-5852722-8129109,635112,0
404-3677520-4752309,635112,0
408-8503388-9597117,413102,1
406-6184410-7004365,507123,1
407-1130331-2032317,400610,1
171-0894583-6548320,500100,0
407-4144146-8161161,413132,1
407-4143931-2673916,400610,1
405-7954944-0901904,390007,0
403-0596760-2834760,492001,1
408-0976235-8338767,500087,1
404-2264534-3347524,160071,1
404-9427144-7652320,248001,1
405-2358288-6169133,520010,1
406-4978379-1865931,224001,1
406-2409825-5621143,224001,1
405-6195451-9307534,641035,1
404-1823680-3413165,753001,1
408-3836838-1432321,800023,1
404-2340409-1553169,523002,0
405-5949305-3620328,201310,1
405-5821816-0193919,522003,0
171-1467966-0511518,110032,0
407-2973683-3008312,688001,1
403-5093774-2241166,140603,0
406-3497743-9198734,560017,1
405-4747995-9085956,600119,1
171-3760696-6871526,711101,1
407-4972611-5193968,500079,1
403-3336591-2583542,700045,1
406-0137252-6801937,680505,1
403-8025206-7375529,600012,1
403-0074329-8244359,600012,1
171-5135001-7490725,500084,0
407-6203923-2876332,786002,1
171-1357622-8967542,201301,0
407-9186728-2073905,302025,1
407-1586138-1060309,560100,1
404-3082184-1587540,222132,0
405-2418588-6293138,500085,1
171-0784695-8987527,500094,1
405-8980250-1997923,700086,1
405-8063277-5513933,700086,1
403-7332807-0338733,531001,1
408-7116933-9581106,201009,1
405-4663860-2323501,464665,1
405-3967860-3771508,400067,1
403-5042323-5150767,411020,1
406-3778104-6026724,110065,1
404-4135052-8398726,411036,1
404-6947311-5997907,462020,1
403-3488469-5109933,600128,1
405-0540658-4876352,600037,0
405-6092787-9607506,380061,1
405-4104630-6100326,380061,1
407-0975608-4509109,110018,0
405-2215609-4181965,600037,1
403-8613755-7687527,248002,1
406-5848308-1003565,800010,1
405-4544038-1275513,560087,1
405-1736860-1021939,500027,0
408-4120375-9497126,110045,1
402-1712957-7904315,440015,1
402-1152482-3278715,140604,1
407-5857369-7899530,560105,1
404-7611355-6074768,758001,1
406-6497253-4100333,400095,1
404-4106127-3371515,781022,0
404-8033346-9008332,700036,0
402-8138307-6917146,560040,1
403-2125595-6612366,201002,1
407-9152867-1510753,560067,1
407-0924540-3481936,560066,1
402-3111998-4137917,683101,1
402-8678735-5115509,632503,1
407-4696209-2465139,686664,1
406-0979456-5265136,143001,1
402-5310933-5625155,560037,0
402-7681203-0373133,122004,1
404-7564501-7963550,444604,1
405-7800869-4535525,400068,1
405-7394807-6398743,400068,1
408-5482062-0745966,421301,1
403-6131083-7304318,400708,1
402-4414791-4982738,800027,1
404-6505852-5048330,522601,1
404-1757514-4302707,781021,1
406-0035519-7381945,572114,1
404-7569206-0814754,380050,1
404-5076985-5545923,380050,1
404-2698288-5710743,380050,1
171-6627557-1252319,411028,1
408-3974159-0397919,401105,1
408-1898819-4337125,500083,1
171-1620187-0904354,700156,1
405-8300542-4505160,691501,1
171-2416369-7689153,500010,1
406-6195734-1686707,203389,1
404-5051726-5773103,412207,1
407-5210178-3739551,122011,1
404-3127684-3317957,390018,1
408-6368298-0977968,756026,1
407-2448691-9348315,410504,1
407-6974353-0785163,122011,1
408-0640841-6009926,380015,1
406-6678499-3722732,461990,1
406-3256847-8512334,461990,0
404-3416561-2942723,244001,1
406-6850392-8332314,147002,1
404-1377506-3181946,422206,1
407-1744284-1122702,576104,1
403-7378696-3405960,110046,1
404-3871575-8639567,390020,1
403-7339700-6448334,600019,1
403-1131337-8972348,600098,1
171-4303056-4219563,560075,1
406-8477232-6073969,201301,1
171-2775143-3247518,122001,1
407-2826760-8053953,603202,1
402-2127589-8636359,600024,1
408-6040474-3799516,686101,1
403-6695458-4503512,411051,1
405-5160158-7288360,201301,1
404-1502402-7508330,462038,1
403-7338428-2059546,560067,1
403-1190000-3056355,560067,1
408-0834816-7281916,401202,1
403-4649637-6277907,160047,1
403-1240288-3078713,160047,0
402-2473701-7565154,122002,1
408-1729357-7236318,700135,1
404-3711500-8025132,143001,0
171-7291802-7640341,600062,1
171-5629764-0421958,600062,0
404-9906091-6513947,482003,1
171-2308833-2151563,742101,1
404-1796793-2333159,122001,1
407-3960592-2297106,229001,1
408-9419460-6117153,679102,1
405-9202704-7102711,411014,1
407-0745631-8485139,560061,1
402-6294381-6137921,400053,1
402-1549165-3538760,800020,1
171-9474744-1021129,586101,1
402-9821374-4659516,600060,1
403-4271832-3787565,416702,1
402-3975664-6339513,400067,1
406-4992556-2696349,415412,0
403-2769495-9954756,800020,1
408-0610989-6490768,522503,1
404-2394461-7375508,122001,1
403-7869247-8825146,680697,1
406-2480418-6458741,415412,0
406-9898256-7935509,400015,1
171-1949559-5913126,143001,1
408-1788177-9405937,683512,1
402-4301418-1567517,144205,1
407-1914487-3153154,560043,1
406-5824299-5259537,400088,0
404-9209455-6365922,403103,1
407-7495409-1023525,600099,1
405-4271319-1348305,394430,1
406-1777375-5294701,825301,1
402-3161170-3461922,415612,1
407-1886336-0205115,201307,1
405-2546815-9037147,110064,1
405-6628739-0201161,794001,0
408-8708626-3576314,600007,1
402-7814004-0423531,445001,1
403-5586769-3537139,125055,1
406-2450922-2468365,560068,1
408-2187909-9375555,110095,1
406-9671568-6297111,600032,1
405-2989459-7015534,410206,1
405-8306861-4763508,110084,1
403-8245205-1705903,141114,1
171-8430235-3397127,380007,1
404-2403026-8473915,201303,1
406-0968597-6959535,400064,1
402-4379300-2173941,560040,0
402-9118211-6468312,121004,1
407-2564073-7008315,110032,1
402-7200148-5949952,624001,1
406-2334737-2211568,679325,1
404-2256417-7561960,410218,1
408-5864841-6245147,641035,1
404-7662423-0529916,411009,1
404-4470164-4025940,411009,1
404-6801852-4611523,560043,0
405-6768759-7562716,284001,1
408-7577091-4829115,201303,1
406-0955733-9604363,123401,1
407-1701873-3846766,560008,1
406-5205787-4981936,695586,1
408-0125837-9659570,301019,1
171-7868419-6885926,390011,1
407-4737593-6309119,400081,1
405-3001878-2195537,110060,1
407-9261085-3122739,395007,1
407-6712349-6829125,110059,1
171-8077758-5046710,560036,1
403-3121046-9177967,574253,1
407-4911610-6521937,244715,1
405-3179622-9942734,173205,1
404-4112953-3367544,784509,1
404-4774832-1502728,621316,1
403-5289035-7450766,560035,1
406-4737113-1828305,390011,2
405-0983270-0304361,403510,1
406-7278121-3635507,122006,1
404-1945558-5967526,411018,0
171-9654332-8439524,632007,1
405-8232006-9493942,502032,1
171-5369386-7577149,460001,0
406-5667488-4807518,422604,0
404-0140224-1872319,782410,1
407-6950956-4788340,641402,1
402-9751950-8295534,201009,1
403-7282535-3605935,226017,1
407-7736256-1823567,151502,1
407-5842102-3667509,500053,1
171-4464949-1473129,411021,1
405-9823966-3599566,411028,1
408-2656716-5006722,201305,1
404-8288852-3555566,131001,1
171-2571106-8591536,500089,1
406-5957966-0685154,421306,1
406-6278957-4232334,403722,1
405-4883736-3777921,500010,0
405-6439486-9472316,400063,1
408-8952870-9011520,421204,1
171-0163998-0671563,576104,1
406-4749047-9166747,403201,1
404-6829464-7139528,500085,1
408-2992279-1243561,400013,1
407-5332554-0147559,302020,1
405-8441191-8177901,110048,1
405-6247706-7197117,110048,1
171-0970809-9872331,302012,1
404-5131628-8741141,110042,0
402-4519572-3601960,522303,0
402-9537738-6781109,560043,1
402-7099970-0473933,560043,1
403-9541109-1133931,673008,1
406-9828845-6535536,585403,1
171-0707365-8233918,734001,0
404-3936524-2729913,416404,1
407-0313507-4372322,700030,1
402-9539729-7197942,500004,1
408-5508993-1282711,263139,1
406-6498575-8239566,851116,1
404-6583568-4532362,110018,0
402-5593229-9809144,500035,1
407-7184936-0317112,244715,0
407-7142838-2011545,110043,1
405-5550097-4989133,401210,1
402-0193192-9089117,600127,1
171-5387748-4614767,411015,1
408-5859442-6266705,691583,1
405-1813047-1322710,484110,1
403-9855816-5460344,680507,1
407-2068155-1273153,410210,1
405-4697651-9727562,411014,1
405-1437347-4740320,400067,1
408-9178862-0257130,411021,1
402-0187067-5143546,132103,1
408-4154186-0903535,500081,1
404-2110188-5566730,411018,0
171-0088637-7923555,560064,1
402-5653922-0056345,140604,1
407-8925162-1751563,382481,1
171-4299156-9085121,400059,1
406-9294655-6927551,680007,1
402-2949862-6323525,523333,1
403-4427171-8377129,201310,1
402-6118481-0678722,422006,1
406-9962099-2029955,500090,1
406-1077375-1229934,848208,1
406-1962172-5405907,500085,1
408-5501505-8502709,560086,1
171-7407521-9706725,782460,1
403-9648221-9614715,516175,1
406-1044669-9296304,700010,1
403-5352890-8073120,121102,1
406-8427800-0499513,691504,1
408-5236007-1292358,201002,1
405-5782618-8708362,421301,1
405-1518952-8969951,421301,1
171-4732941-9255569,560093,1
171-0490414-4357918,560093,1
404-7519432-7015515,560024,1
402-8808693-6819543,125001,1
403-3704528-2407559,700038,1
407-0269571-7623531,691583,0
403-8158417-8012345,516175,0
405-7418968-2653119,560054,0
405-8246379-3468301,500055,1
406-2591209-6555543,401107,1
402-6944176-7127544,500049,1
171-9053538-0248316,785001,1
402-8821512-3248303,226028,1
171-4988402-6778746,121006,1
405-0547657-6975521,110002,1
407-1666578-4928336,629154,1
406-7325184-2759527,272175,1
408-0735427-1922724,802119,1
407-8889818-2744331,411033,1
171-2290028-6388354,400068,1
403-6012346-1754758,797112,2
403-7048102-2431525,282001,1
171-2144666-9255569,131001,1
406-2809629-8472352,500098,1
408-7027498-8504319,122102,1
403-6875008-2030740,388001,1
403-9778684-6069962,797112,1
403-8053007-5615559,700059,1
403-1507518-7519554,797112,1
403-7124580-5870744,797112,1
405-9581198-2731562,560102,1
171-6183983-9767559,606202,1
403-6447018-2856309,797112,1
171-1355902-9867549,560053,1
406-1160142-6255559,180004,1
402-7756998-3319548,700056,1
407-0917485-0389929,400604,1
171-4672993-4381909,583233,1
406-7225670-2235559,401303,1
406-0695184-4224353,401303,1
171-1802385-1845102,734005,1
406-7494305-4388364,500089,1
407-4501800-0104327,110070,1
408-0179129-8529143,500005,1
406-2675847-1929154,797112,0
407-2069174-0920309,201014,1
406-5909709-5773955,500072,1
406-5682609-5217158,500072,1
406-6168354-0512300,400605,1
402-9870259-8941924,400071,1
404-5678773-8765903,500019,1
407-4498915-5536301,400604,1
405-7198912-9741949,700006,1
406-6679291-5761105,600013,1
402-2364595-6360308,453331,1
402-6231173-4361956,560087,1
406-0560319-0275521,532221,1
408-1059863-0701917,274001,1
405-7416196-6593121,411057,1
408-1592190-2203502,201008,1
408-1211419-9463528,122101,1
406-2583426-0353922,683564,1
408-1083575-6461100,560098,1
408-9851249-2073123,711102,1
405-8452349-1731531,628502,1
406-0381283-2387533,500061,1
405-1179697-3925124,400708,1
405-2446818-7969937,700154,1
407-1788882-6351525,110096,1
405-3913542-8695525,400036,1
171-1552167-1130761,621212,1
402-1225838-3014754,560062,1
406-2974425-4909113,574267,1
402-9592660-9597127,400053,1
406-6679324-5201153,560041,1
406-8208814-8755514,534111,1
407-5862549-3690729,500061,1
403-1659646-7525139,560066,1
406-5092563-2525118,411057,1
403-4832575-9826710,711101,1
406-3496308-4315524,122011,1
408-4807518-5915546,624601,1
403-2448441-6605903,500018,1
403-8122530-2830738,560066,1
408-8703249-3314704,682032,1
408-1615116-3804314,302001,1
406-8470893-9635562,110095,1
402-4033545-7197101,400051,1
406-7029503-5489928,452012,0
402-6821068-1073113,400708,1
404-1544910-1393140,560068,1
405-7663134-1735507,401105,1
405-7485008-0029157,110008,1
408-2137859-3815514,576222,1
407-0354356-1333974,425304,1
171-5851478-9893915,521126,1
405-8534913-4607558,208002,1
408-8897372-4788318,670001,1
407-5673547-6993951,695582,1
407-2565004-0029154,695582,1
405-8038053-5827516,500017,1
405-5162472-1743517,500045,1
406-5254430-7713940,410210,1
405-9405520-3481910,813214,0
405-5981818-5260308,813214,1
402-3654627-0229160,560048,1
404-4624789-8041159,144204,1
407-4531016-2764329,246149,1
408-9541612-1502730,533003,1
403-8625623-3089159,797112,1
171-2169922-6293933,400709,1
403-3486551-4451557,797112,1
406-5480874-6009933,590010,1
404-0026858-1113947,560064,1
171-3758129-1039514,560001,1
402-8077642-4758751,700064,1
408-3890449-6473163,181205,1
403-9802824-5507509,797112,1
408-3352351-6763534,522001,1
406-7698478-9372317,765029,1
402-5359927-0788348,110091,1
171-2085883-2265904,400076,1
408-5992021-9505929,400076,1
403-8226829-3144305,797112,1
403-5644061-2769968,797112,1
404-5281594-6107527,413108,2
403-9526243-8413964,797112,1
403-7581107-2925106,797112,1
405-8118609-0030725,194101,1
407-7763990-3993164,841226,1
403-0811864-8781902,797112,1
406-9199785-9132356,560024,1
405-9312658-3232331,201016,1
404-3121327-9366734,600024,1
404-9782527-7876315,482004,1
407-0814783-1803569,603103,1
408-3456178-9626765,600073,1
402-8970859-2885929,226007,0
171-5843577-0075522,560074,1
406-5838487-0678736,560049,1
408-8179698-9346733,509001,1
406-0401690-7952323,560086,1
406-0430501-8907557,421501,1
402-5314709-0369949,500028,1
171-7116278-3606767,700063,1
405-1159685-0111551,396220,1
405-0037194-5549915,560100,1
406-6892049-5480339,500028,1
406-5549485-0245143,560023,1
406-5012313-6617942,834001,0
407-7716725-2646701,190008,1
404-9555070-4754727,411046,1
171-4592612-4224316,520004,1
405-3355111-7781168,501505,1
406-4376799-4288368,400615,1
406-7300957-3277903,431102,1
402-3858845-0396307,493773,1
171-5572104-2424360,520004,0
403-9960497-2513926,678581,0
404-6269611-5889952,641030,1
407-6339011-4211547,686669,1
406-1152175-4437918,382445,1
408-5870710-2625924,482001,1
407-1286467-5509941,421605,1
171-3914754-0541111,520004,0
402-9582856-9678768,682308,1
402-8249271-4807525,517390,0
403-9443135-2185139,560058,1
406-7579422-1311539,713343,0
407-9298433-1190700,400065,1
403-4299786-0183527,226016,1
171-7208251-9988360,400067,1
408-3350646-9694714,122004,1
406-9940148-0928356,431102,1
404-9580421-2423522,769001,1
404-1644398-1194765,201010,1
402-2245149-4544333,625009,1
408-4089137-7865964,121006,1
407-0449203-1233940,801503,1
171-9840304-1184352,560066,1
406-9442750-0192311,670141,1
406-4988569-5741144,686507,1
402-1707765-9653928,144205,0
405-9504764-7952355,176310,1
405-7820577-1203525,462039,1
404-2460105-0945968,500097,1
406-5898470-4493935,577134,1
171-2958983-8898743,500028,0
405-9516621-7109916,493332,1
402-4776236-4828322,122004,1
407-9999384-0763555,110043,1
408-9876890-8309916,638002,1
402-9278244-7277108,122004,0
404-5814397-1085964,201306,1
408-1073705-8121910,500050,1
408-7115535-2456319,641021,1
404-2225815-9452326,110024,1
404-4281302-0366722,160009,1
402-5090718-2828308,560068,1
408-1871552-2487542,686602,1
402-5636173-4295519,670643,1
171-2617244-7185904,171003,1
408-7167519-7437950,201301,1
403-0844174-7109958,110059,1
403-2607654-8720362,560019,1
406-1941563-3116322,411001,1
403-1283489-4242722,507003,1
171-0011886-1367508,814101,1
404-5810803-9709935,248179,1
405-9108059-1626756,124001,1
406-1735789-9942707,412105,1
405-2461609-8318733,794001,1
171-3463494-0556359,522306,1
402-0542598-0773952,400012,1
404-2532150-0349952,110034,1
403-0220333-4411545,210431,0
408-1580405-3239505,520007,1
408-3837761-0457152,600077,1
408-8347392-0932330,500094,1
408-8137568-7060307,500094,1
406-7791371-9008333,560001,1
408-9325200-6642700,751020,1
408-1734545-7726750,751020,1
404-2890942-6042745,110034,1
402-0902052-0689166,360006,1
402-3737166-6492353,587103,1
171-3627941-5250735,700136,1
408-7429444-5048344,629167,1
407-2922732-5568366,403516,1
408-5429162-9298761,122004,1
171-0548218-7985900,500014,1
408-2084439-7400307,121012,1
404-6163706-6194739,600097,1
406-8269816-6037956,600091,1
404-2049684-0486748,781024,1
402-3141107-3481947,110092,1
403-4893390-9309162,395009,1
408-9576114-8110763,400103,1
408-5532511-9766728,600129,1
405-2381729-9386764,110016,1
405-0843046-0973907,110016,1
171-0520545-2551569,502325,1
402-5805935-5065922,360006,0
402-4673752-8145129,560102,1
402-0392130-9107563,560102,1
405-9729090-7581148,201301,1
405-6027074-5744333,560095,1
403-9819877-1362705,411017,1
403-6965232-4589907,411017,1
408-4330736-0029966,560050,1
404-5527444-6017126,342008,1
404-5738835-4977921,797112,1
171-3894715-3881904,560048,1
406-1191241-8190727,492001,1
402-0095488-0003568,500003,1
406-5587681-7602721,411057,0
405-3417577-0527542,560067,0
402-3153038-1021905,573201,1
406-9855532-3957121,625516,1
408-9599780-8373925,585102,1
407-2745416-1476318,421301,1
408-7099217-1080336,620101,1
402-7122145-0702755,400012,1
408-9842056-4677132,522501,1
402-9748768-9761901,500090,1
405-4053386-3303541,573201,1
407-2197547-6954712,110053,1
402-4056551-8552301,411001,1
402-3757648-7461966,500003,2
402-1325446-3698764,180007,1
406-3839330-3235539,760008,1
171-6117809-6518720,400058,1
171-2057634-5273145,400058,1
408-3725977-8177113,201016,1
405-2252772-9496328,302003,1
404-2574112-1544350,600017,1
171-2213272-5936314,560027,1
408-9338966-3649109,524421,1
406-5820735-0167516,262309,0
407-9084445-4631537,125133,0
402-8673941-7883531,0,0
408-2144573-9761157,560066,1
402-6920306-3569141,713301,1
402-3867548-5015501,560003,1
403-5113987-3984315,465441,1
408-9583589-9124343,560077,1
404-5636507-3811563,211011,1
171-5670916-0746741,560010,1
407-9901449-5020325,500072,1
402-3807601-2579542,462013,1
404-8254542-8858738,411032,1
404-9890415-4421930,530041,1
403-9374268-2218710,122051,1
408-3679534-4400365,500082,1
403-9291043-8208305,560072,1
408-1040742-1169120,400097,1
408-6222806-7158767,110085,0
404-9595661-0089969,680664,1
408-5044743-1631531,313001,1
408-2197991-6325102,793150,1
402-6201108-1305960,421201,1
403-9970143-1630738,813212,1
403-0212569-4595561,464001,1
406-9710166-6985912,271801,1
402-2875730-1857100,530018,1
404-8574038-2307507,401202,1
402-2894243-2027531,201301,1
405-4317751-9284322,834003,1
408-7190052-1954756,534211,1
404-8451951-0203538,605010,1
404-1273838-2369108,605010,1
402-2839207-1157947,793003,1
403-4057518-2405909,400001,1
405-9786082-9455522,400061,1
407-9610595-2310735,560033,1
407-2257062-1637963,421301,1
407-8467282-2529128,110005,1
407-0176280-7137917,414003,1
402-9886172-2277134,600069,1
407-2189727-9613117,795130,1
405-3635856-9640304,600069,1
171-2824258-7533167,518422,0
406-9609025-2072350,520007,1
407-9716364-1365948,249408,1
403-8004713-7285955,560048,1
408-4409421-9173122,400070,1
405-9369332-7789164,801505,1
406-5428614-6141129,400072,1
408-7396780-8016347,380008,1
403-9412027-2518755,411061,1
403-9190057-0999557,411061,1
405-7441019-9919543,410210,1
405-0459850-0561141,671310,1
407-9142604-8525961,795130,0
402-6321716-1460310,560048,1
171-0268498-1937176,176001,1
407-1061416-2317931,440001,1
405-3373765-0349923,500085,1
402-7980226-1073160,560048,1
404-7923171-1516311,600118,1
406-8230607-1920356,686673,1
408-1954721-8502757,226001,1
405-0640052-4795502,212657,0
403-6109715-4157951,122051,1
402-5356725-8178710,411032,1
405-9568921-8893918,532001,1
171-8426783-8190747,560068,1
402-2551641-8469951,410206,1
405-5713402-8597948,440014,1
407-9509143-8688335,733208,1
402-0606235-5041167,201002,1
403-0163527-5648348,560047,1
408-4111326-5321960,121003,1
405-7813581-4082717,794001,1
404-4668098-9490757,560076,1
407-9131816-2336327,431203,1
404-1101669-3417932,110048,1
406-3094600-4931503,507123,1
407-7304544-0473102,686001,1
405-6746210-4407518,600100,1
407-9293905-1863530,382350,1
407-1398767-6561168,382350,1
171-7560668-8727564,400709,1
171-7011790-0125903,305003,1
407-2847651-7252311,686001,0
408-4362652-6885147,201305,1
404-0526028-3377129,400615,1
405-1794422-4821162,110027,1
402-4469806-1685136,400709,1
402-9869557-8057131,412207,1
402-8806905-5193921,412207,1
403-7157363-1561153,110024,1
406-5958448-2469123,522601,1
406-3454248-2824327,522601,1
408-5468944-4857966,403001,1
402-4319925-7764321,400104,1
402-5119851-0002756,400093,1
403-8288573-3497169,700110,1
408-0521410-4478713,122006,1
402-9820874-1662707,500039,1
408-7431419-4530759,683561,1
405-1648691-3110729,208009,1
405-0902268-2955533,673029,1
408-1930631-9549111,560100,1
407-7540908-9034757,842002,1
407-1664941-5223567,842002,1
405-6326008-4605928,110052,0
403-4099493-2854741,560002,1
405-2355515-0204308,673029,0
171-5254118-0384328,400002,1
402-1398810-2125138,121007,1
171-1392281-4237152,400601,1
405-5392685-0677165,400604,1
407-4401200-7632365,834002,1
406-8239077-9309901,591306,1
408-9552585-7078710,122017,1
402-4783444-5431538,515134,1
402-0324510-8255560,560078,1
406-2301558-5138750,110065,1
403-1116596-6921147,834002,1
405-5082152-3662767,249407,1
404-5960436-9520305,110092,1
403-3344480-4785922,500019,1
403-2229719-4009124,395009,1
406-2124948-8187534,600125,1
407-6763051-2041164,396521,1
